"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","notes","source_studies"
"ren-architecture","REN Architecture","framework","Blyth Software","1996-2001","emerging","obsolete","Dual-track: traditional client-server + Net client-server; 4 components: dev tools, db tools, lifecycle mgmt, components","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"web-enabler","Web Enabler","application","Blyth Software","1996-2001","emerging","obsolete","OMNIS extension adding TCP, FTP, SMTP, POP3, HTTP and HTML capabilities","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"omnis-data-server","OMNIS Data Server","application","Blyth Software","1996-2001","emerging","obsolete","Serves OMNIS apps to web browsers via CGI/HTML","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"web-vault","Web Vault","application","Blyth Software","1996-2001","emerging","obsolete","Database middleware providing secure web-to-RDBMS access; predecessor to modern API gateways","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"web-manager","Web Manager","application","Blyth Software","1996-2001","emerging","obsolete","Version control and change management for Net applications; earliest web CMS concept","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"weblets","Weblets","framework","Blyth Software","1996-2001","emerging","obsolete","Reusable plug-in components for Net apps; precursor to modern web component ecosystems","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"java-applets","Java Applets","language","Sun Microsystems","1995-2015","emerging","obsolete","Referenced as market's dominant view of Net development at time; OMNIS could generate Java-equivalent code","aberdeen-1996-blyths-ren-architecture-prescription-it-success; aberdeen-1997-silknet-software"
"sagister","Sagister","platform","Bull Enterprise Information Systems","1996-2005","emerging","obsolete","Datacenter UNIX platform combining Escala hardware, AIX, HACMP, ISM/OpenMaster; 3 configs: M1/M2/M3","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"bull-escala","Bull Escala","platform","Groupe Bull","1992-2005","mature","obsolete","PowerPC-based SMP RISC systems; foundation hardware for Sagister","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"ism-openmaster","ISM/OpenMaster","framework","Groupe Bull","1993-2005","mature","obsolete","Bull's network and systems management framework; tailored for datacenter commercial requirements","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"oracle-72","Oracle 7.2","application","Oracle Corporation","1994-2000","mature","obsolete","RDBMS integrated into Sagister Production Facilities Function Set with Bull DB*Monitor","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"cisco-as5200","Cisco AS5200","platform","Cisco Systems","1996-2005","emerging","obsolete","Universal access server; integrates CSU, modem, switch, router in single chassis; 48/60 modems; T1/E1 PRI","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision; aberdeen-1996-remote-access-cisco-untold-story"
"cisco-750-series","Cisco 750 Series","platform","Cisco Systems","1995-2003","emerging","obsolete","SOHO/home ISDN series from Combinet acquisition; simple, secure, low cost","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"ciscoremote","CiscoRemote","application","Cisco Systems","1995-2002","emerging","obsolete","Desktop remote access client with remote node + control; integrates Netscape Navigator 1.2, Eudora, Timbuktu Pro, AirSoft Powerburst","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"ciscosecure","CiscoSecure","application","Cisco Systems","1996-2005","emerging","obsolete","Security product using TACACS+; AAA: authorization, authentication, accounting + NAT; announced Jan 29 1996","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"tacacs-plus","TACACS+","protocol","Cisco Systems","1993-present","emerging","active","Terminal Access Controller Access Control System Plus; announced March 1995; still used in enterprise auth","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"cisco-ciscoproch","CiscoPro Channel Program","framework","Cisco Systems","1995-2002","emerging","obsolete","Two-tiered distribution channel for SMB; launched October 1995 via Tech Data and Ingram Micro","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"clearsupport","ClearSupport","application","Clarify Inc.","1992-2001","mature","obsolete","External customer service/support; call/problem tracking, workflow, Diagnosis Engine, service contract verification","aberdeen-1996-clarify-inc"
"clearlogistics","ClearLogistics","application","Clarify Inc.","1992-2001","mature","obsolete","Field service management; dispatching, spare parts, inventory; mobile sync via Metropolis","aberdeen-1996-clarify-inc"
"clearquality","ClearQuality","application","Clarify Inc.","1993-2001","mature","obsolete","Customer feedback linkage to QA; change request management; links customer support to product development","aberdeen-1996-clarify-inc"
"clearsales","ClearSales","application","Clarify Inc./Metropolis","1996-2001","emerging","obsolete","SFA from Metropolis acquisition; opportunity management, proposals, quotes, forecasts; ClearEnterprise Traveler for mobile","aberdeen-1996-clarify-inc"
"clearhelpdesk","ClearHelpdesk","application","Clarify Inc.","1995-2001","emerging","obsolete","Internal helpdesk; ~80% same as ClearSupport + links to SMS, Tivoli, legacy Infoman/Netman","aberdeen-1996-clarify-inc"
"clearcommcenter","ClearSupport CommCenter","application","Clarify Inc.","1996-2001","emerging","obsolete","Telecom vertical; simultaneous access to customer accounts and network infrastructure; customers MCI, Sprint, TeleNordia","aberdeen-1996-clarify-inc"
"clarify-metadata","Clarify Metadata Architecture","framework","Clarify Inc.","1993-2001","mature","obsolete","Metadata sits atop application logic; ClearCustomize toolset; upgrades don't corrupt customizations; presaged modern SaaS config-not-code approach","aberdeen-1996-clarify-inc"
"three-tier-arch","Three-Tier Architecture","framework","Clarify Inc.","1994-present","emerging","active","Presentation/application logic/database layers partitioned separately; industry standard by late 1990s","aberdeen-1996-clarify-inc"
"tp-monitor-middleware","TP Monitor / Internet Middleware","framework","multiple","1970-present","mature","active","TP monitors (CICS, Tuxedo) as scalability foundation; Aberdeen's key Internet architecture recommendation","aberdeen-1996-computer-telephony-integration"
"vlm-technology","VLM (Very Large Memory) Technology","platform","Digital/Sun/SGI/SNI","1995-2003","emerging","obsolete","64-bit OS enabling >4GB RAM; Aberdeen predicts this for Internet server scalability","aberdeen-1996-computer-telephony-integration; aberdeen-1996-software-ag-digital-high-performance-solutions"
"fusion-numa-technology","Fusion/NUMA Technology","platform","Sequent/Digital/Pyramid","1994-2002","emerging","obsolete","SMP+clustering+MPP hybrid for scaling beyond SMP limits; superseded by commodity clusters","aberdeen-1996-computer-telephony-integration"
"object-relational-rdbms","Object-Relational RDBMS","application","Informix/Oracle","1995-2005","emerging","legacy-supported","Informix Illustra DataBlades, Oracle 7.3 text/spatial/video types; merged into mainstream SQL","aberdeen-1996-computer-telephony-integration"
"cade","CADE (Client-Server Application Development Environment)","framework","multiple","1992-2002","mature","obsolete","Second-generation client-server dev tools; Aberdeen recommends Internet-enabled CADEs","aberdeen-1996-computer-telephony-integration"
"web-browser-server","Web Browser / Web Server","platform","Netscape/Apache/Microsoft","1993-present","emerging","active","Aberdeen notes browser/server as scalability bottleneck needing bypass via middleware","aberdeen-1996-computer-telephony-integration"
"electronic-commerce","Internet Electronic Commerce","application","multiple","1995-present","emerging","active","Aberdeen prescribes e-commerce as long-term value; predicted dramatic selling cost reductions","aberdeen-1996-computer-telephony-integration"
"aviion-unix-server","AViiON UNIX Server","platform","Data General","1989-1999","mature","obsolete","Intel-based SMP servers running DG/UX; discontinued after EMC acquisition","aberdeen-1996-data-general-corporation; aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"clariion-storage","CLARiiON Storage Subsystem","platform","Data General / EMC","1992-2012","emerging","obsolete","Survived DG acquisition; continued under EMC until 2012; evolved into VNX platform","aberdeen-1996-data-general-corporation"
"dgux-os","DG/UX Operating System","platform","Data General","1984-1999","mature","obsolete","UNIX System V.4 derivative with embedded SMP and B2-level security; discontinued 1999","aberdeen-1996-data-general-corporation"
"oracle-7x-rdbms","Oracle 7.x RDBMS","application","Oracle Corporation","1992-1999","mature","obsolete","Backend database for SAP R/3 and PeopleSoft implementations on AViiON","aberdeen-1996-data-general-corporation"
"cybershield","DG Cybershield","platform","Data General","1996-1999","emerging","obsolete","Integrated intranet/e-commerce security platform on AViiON; discontinued after EMC acquisition","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"b2so-security-option","DG B2 Security Option (B2SO)","platform","Data General","1990-1999","mature","obsolete","B2-level TCSEC OS security; role-based access, three-region compartmentalization; precursor to modern RBAC/zero-trust concepts","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"oracle-webserver","Oracle WebServer","application","Oracle Corporation","1995-1999","emerging","obsolete","Deployed on Cybershield for secure web access to Oracle databases; evolved into Oracle HTTP Server","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"open-market-transact","Open Market TRANSACT / OM-SecureLink","application","Open Market Inc.","1995-2001","emerging","obsolete","Electronic commerce front-office suite; OM-Axcess, OM-SecureLink, Secure WebServer on Cybershield","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"securid","SecurID Authentication","application","Security Dynamics / RSA Security","1986-present","mature","active","Two-factor authentication used in Cybershield; RSA SecurID still widely deployed","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"java-activex","Java / ActiveX","framework","Sun Microsystems / Microsoft","1995-present","emerging","active","Client-side technologies for Cybershield-based e-commerce; Java remains active; ActiveX deprecated","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"tpcc-benchmark","TPC-C Benchmark","framework","TPC Council","1992-present","mature","active","OLTP benchmark; tpmC (transactions per minute C); used to segment server market by performance tier","aberdeen-1996-debunking-ntsmp-scalability-myth"
"nt-wolfpack-clusters","Microsoft Wolfpack NT Clustering","platform","Microsoft","1997-2003","emerging","obsolete","NT cluster standard released 1997 as MSCS (Microsoft Cluster Server); evolved into Windows Server Failover Clustering","aberdeen-1996-debunking-ntsmp-scalability-myth"
"manageworks-22","ManageWORKS 2.2","application","Digital Equipment Corporation","1994-1998","mature","obsolete","LAN management platform for multi-NOS environments; discontinued after DEC acquired by Compaq","aberdeen-1996-dec-manageworks-22"
