"collection","study_id","title","date","author","n_entities","n_technologies","n_observations","n_codes","importance","relevance","prescience"
"other-authors","ra-bpm-2007-890201","Matching IT to Business Processes: How BPM is Complementing ERP and Custom Applications (Abridged)","2006-12","Aberdeen Group","3","9","55","28","medium","medium","medium"
"other-authors","ra-soa-2007-97c147","SOA and Web Services Testing: How Different Can It Be? (Full Unabridged Version)","2007-08","Aberdeen Group (Perry Donham)","6","11","100","30","medium","medium","medium"
"other-authors","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Rochester Business Journal — 'Computer resellers suffering while many delay upgrades' (Kathy Quinn Thomas; PSK Aberdeen Group quoted, 2002-07-05)","2002-07-05","Kathy Quinn Thomas (Rochester Business Journal staff)","14","1","7","29","medium","medium","medium"
"other-authors","real-time-billing-for-internet-protocol--5ef746","Real-Time Billing for Internet Protocol (IP) Services","1998-12-01","International Engineering Consortium (IEC) tutorial","5","4","7","24","medium","medium","high"
"other-authors","rebate-check-recordonline-van-vlack-d7d600","The (rebate) check is in the mail – or is it?","2003-04-27","Jon Van Vlack, Times Herald-Record","7","1","7","29","high","medium","high"
"other-authors","rebates-savings-or-scam-chatham-journal--4bf5c2","Rebates: Savings or scam?","2005-06-26","Gary Gray (CouponChief.com) via Chatham Journal Weekly","7","2","6","26","medium","low","medium"
"other-authors","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Rebates spur buyers but many don't collect","2004-03-07","Lorrie Grant (USA Today) via The Honolulu Advertiser","14","2","7","28","medium","low","medium"
"other-authors","remarks-of-peter-kastner-to-the-massachu-96335b","Remarks of Peter Kastner to the Massachusetts Chamber of Commerce","2003-01-29","Peter S. Kastner","13","3","14","26","high","medium","high"
"other-authors","research-resources-the-william-davidson--7de658","WDI Research Resources: Outsourcing Application Development and Maintenance (Saia & Kastner)","2006-11-28","William Davidson Institute at the University of Michigan (research-resources listing)","7","2","4","25","medium","medium","medium"
"other-authors","research-reveals-that-60-percent-of-reba-c887df","Research Reveals That 60 Percent of Rebates Are Not Redeemed","2004-01-01","santella.com / JPS Rebate & Fulfillment Articles (staff)","5","2","7","25","medium","low","medium"
"other-authors","respiratory-illness-could-restrict-i.t.--c3c523","Respiratory Illness Could Restrict I.T. Supply Lines","2003-04-07","Gregg Keizer, Techweb News, with Eric Chabrow and Marianne Kolbasuk McGee (InformationWeek)","11","2","6","25","high","high","high"
"other-authors","restructure-plans-weigh-on-gateway-marke-c5656c","Restructure plans weigh on Gateway","2003-01-06","Rex Crum, CBS.MarketWatch.com","9","2","10","26","medium","low","high"
"other-authors","review-gateway-notebook-with-intel-centr-985a73","Review: Gateway Notebook With Intel Centrino Chipset Packs Wi-Fi Power","2003-06-09","Peter S. Kastner (Aberdeen Group), for InternetWeek / InformationWeek","6","8","7","26","medium","medium","high"
"other-authors","sabre-s-challenge-fb76f5","Sabre's Challenge","1997-08-18","John Foley (InformationWeek)","12","4","10","26","high","medium","high"
"other-authors","salesforce.com-s-apex-code-good-idea-or--29f809","Salesforce.com's Apex Code: Good Idea or Superfluous Code?","2007-04-26","Robyn Weisman, itmanagement.earthweb.com (Datamation/internet.com)","7","6","5","25","medium","high","medium"
"other-authors","samsung-unveils-fastest-mobile-cpu-on-th-c34fad","Samsung Unveils Fastest Mobile CPU on the Market (S3C2440 ARM920T)","2004-01-01","TechNewsWorld staff (repost at great7booksgendocs.blogspot.com, Jan 23, 2009)","7","5","5","25","medium","medium","high"
"other-authors","sap-sybase-face-off-f2612e","SAP, Sybase Face Off","1996-01-29","Doug Bartholomew, InformationWeek (Issue #564)","9","5","6","25","medium","medium","high"
"other-authors","sars-high-tech-monday-update-monday-apri-ac0cb5","High Tech Monday Update: SARS and the Tech Stock Rally","2003-04-07","Thomson Financial Corporate Group (via PR Newswire)","11","2","7","25","medium","medium","high"
"other-authors","sars-puts-an-end-to-business-as-usual-in-6b0471","SARS Puts an End to Business as Usual in Asia","2003-04-03","Sumner Lemon, IDG News Service (Computerworld Australia)","12","2","10","25","high","high","high"
"other-authors","sars-wirft-schatten-uber-elektronische-b-bf33b6","SARS wirft Schatten über elektronische Beschaffungskette","2003-04-08","Robert Ristelhueber, EBN (EE Times Europe / Germany)","12","4","6","25","high","high","high"
"other-authors","savant-targets-feds-with-oracle-database-60eca2","Savant targets feds with Oracle database tool","1997-06-08","John Moore, Federal Computer Week (FCW)","12","5","7","27","low","low","medium"
"other-authors","sd-cards-overtake-memory-stick-12-may-20-81d89c","SD cards overtake Memory Stick","2003-05-12","Robert Jaques, vnunet.com / Computing.co.uk","8","5","7","26","high","medium","high"
"other-authors","sd-memory-cards-to-drive-market-for-digi-71a434","SD Memory Cards to Drive Market for Digital Content","2003-10-28","Dan Muse, PDAStreet / internet.com","10","3","8","26","high","medium","high"
"other-authors","server-deal-turns-rivals-into-allies-seq-bdc3af","Server Deal Turns Rivals Into Allies: Sequent to Resell NCR WorldMark","1997-01-27","Martin J. Garvey, InformationWeek (Issue #615)","15","9","10","25","medium","medium","high"
"other-authors","seven-ways-to-prepare-for-the-economic-u-0a7d35","Seven Ways to Prepare for the Economic Upturn","2004-02-13","Dan Tynan, InfoWorld","11","6","8","24","high","high","high"
"other-authors","si-soa-in-it-1bd5c3","For Mid-Size Enterprises SOA's Benefits Begin with IT","2006-01-10","Rick Saia, Aberdeen Group","3","7","35","27","low","low","low"
"other-authors","sia-compaq-vows-support-himalaya-post-hp-21421a","Compaq Vows Support for Himalaya Post-HP (Securities Industry News)","2002-04-01","Maria Trombly (Securities Industry News)","15","4","11","28","high","high","high"
"other-authors","slow-growth-for-it-spending-in-2003-it-t-231f47","Slow Growth For IT Spending In 2003","2003-01-03","Gregg Keizer, Techweb News / InformationWeek","12","5","10","25","high","medium","high"
"other-authors","small-business-intel-targets-smbs-with-r-2cd3ec","Intel Targets SMBs With Revamped vPro","2008-09-23","Mark Long, Data Storage Today / CIO Today Network","9","4","8","27","medium","medium","medium"
"other-authors","small-is-huge-in-pcs-these-days-blog-arc-655851","Small Is Huge in PCs These Days","2004-01-01","Reuters (NEW YORK; original reporter not preserved; reposted Jan 6 2009 on uizg.com content-farm blog)","17","6","9","25","medium","low","medium"
"other-authors","snap-appliance-launches-new-release-of-i-373ab7","Snap Appliance Launches New Release of its Unified Software Platform — GuardianOS v3.1","2004-12-07","Adaptec/Snap Appliance press release (Computerworld Australia)","6","6","7","25","low","low","medium"
"other-authors","soa-adoption-at-90-percent-c9c4ec","SOA Adoption at 90 Percent?!","2006-07-15","SYS-CON Media editorial (anonymous)","4","6","8","25","medium","medium","medium"
"other-authors","soa-adoption-eats-up-40-per-cent-of-it-r-d0cf12","SOA adoption eats up 40 per cent of IT resources","2006-07-14","Andy McCue, silicon.com (CNET Networks UK)","5","6","9","25","medium","medium","medium"
"other-authors","soa-governance-626545","Management and Governance: Planning for an Optimized SOA Application Lifecycle","2007-03","Aberdeen Group","1","5","26","29","high","high","high"
"other-authors","soa-in-it-e5b373","The SOA in IT Benchmark Report: What CIOs Should Know about How SOA Is Changing IT","2005-12","Aberdeen Group (institutional; William Mougayar, VP & Service Director, IT Research)","8","19","121","32","medium","medium","medium"
"other-authors","soa-web-services-2007-c3297b","SOA and Web Services Testing: How Different Can It Be?","2007-08","Aberdeen Group","2","6","26","30","high","high","high"
"other-authors","stratus-et1-functional-spec-and-benchmar-0c3172","Stratus ET1 Functional Specification (May 1, 1986) and Stratus Transaction Processing Benchmarks (June 26, 1986) — Consolidated Stratus 1986 ET1 Corpus","1986","Stratus Computer (engineering and benchmark documents)","5","5","7","27","high","high","medium"
"other-authors","stratus-internal-benchmark-tuning-guide--c53e3f","Stratus Internal Benchmark Tuning Guide: TP-1 Results on XA600/XA400/FT200 (Stratus Internal Use Only, 1985)","1985","Stratus Computer (internal engineering documentation)","1","6","5","25","high","high","medium"
"other-authors","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Lawrence Eagle-Tribune: Stratus Expands in Europe with $40 Million Olivetti OEM Deal — Earliest Public Pete Kastner Stratus Quote (March 1982)","1982-03","Robert Schneider (The Lawrence Eagle-Tribune)","11","3","8","28","high","high","medium"
"other-authors","stratus-tp-1-internal-benchmark-guide-19-9b51bf","Stratus 'TP-1 Performance Model' internal benchmark guide (1983, Stratus internal)","1983","Stratus Computer engineering (uncredited)","2","4","5","26","medium","medium","low"
"other-authors","sun-micro-slammed-as-quarterly-report-di-e9ee61","Sun Micro slammed as quarterly report disappoints","2003-07-23","Rex Crum, CBS.MarketWatch.com","9","3","7","26","medium","medium","medium"
"other-authors","sun-sentinel-citrix-templeton-staying-20-b645c7","Staying the course — Citrix CEO Mark Templeton expects to survive slump","2002-05-01","Christine Winter (South Florida Sun-Sentinel, business writer)","9","5","15","29","medium","medium","high"
"other-authors","sun-shares-tumble-in-pre-market-trading--000d37","Sun Micro's Q4 profits fall 80 percent — shares slump 10 percent in pre-market trading","2003-07-23","Mike Tarsala, CBS.MarketWatch.com","7","3","4","25","medium","low","medium"
"other-authors","supreme-court-orders-intel-documents-rel-e6e110","Supreme Court Orders Intel Documents Released","2004-06-21","Michael Singer, InternetNews.com","8","2","8","26","high","high","high"
"other-authors","survey-composite-applications-used-to-so-15f7a5","Survey: Composite Applications Used to Solve Integration Problems","2007-01-16","James Powell, Enterprise Systems Journal (ESJ.com)","4","4","6","26","medium","medium","medium"
"other-authors","svbi-apple-xserve-kastner-2002-05-17-1398db","Apple server piques interest of Mac shops (Silicon Valley Business Ink, May 17, 2002)","2002-05-17","Steve Tanner (Silicon Valley Business Ink)","13","4","11","30","medium","medium","high"
"other-authors","systems-management-delayed-promise-1bc587","Systems Management: Delayed Promise","1998-08-03","Stuart J. Johnston with Monua Janah, InformationWeek #694","7","5","6","26","high","medium","high"
"other-authors","tablet-offers-high-risk-high-reward-port-7cf9f8","Tablet Offers High-Risk, High-Reward Portable PCs","2001-12-17","Aaron Ricadela, InformationWeek","11","4","5","26","high","high","high"
"other-authors","tandem-opens-up-e020ed","Tandem Opens Up","1996-01-22","Barbara DePompa, InformationWeek #563","12","4","6","27","medium","low","medium"
"other-authors","tandem-tr-85-2-debitcredit-1985-ca207a","A Measure of Transaction Processing Power (Tandem Technical Report 85.2)","1985-02-01","Anon et al (Jim Gray and ~24 TP-industry co-authors; Tandem Computers)","6","7","11","29","high","high","high"
"other-authors","teamquest-8-ec015b","Using TeamQuest Performance Software to Align IT with Business Priorities","2004-01-01","TeamQuest Corporation","4","4","5","26","medium","medium","medium"
"other-authors","tech-forecasts-idc-keeps-score-114e08","Tech Forecasts: IDC Keeps Score","2002-12-23","Elisa Batista, Wired","9","3","6","27","medium","medium","medium"
"other-authors","tech-investor-deflation-the-dropping-dol-c85a61","Tech Investor: Deflation, the dropping dollar, and tech","2003-05-21","Eric Hellweg, CNN/Money","5","3","5","25","high","high","high"
"other-authors","tech-investor-instant-messaging-goes-cor-1a14c2","Tech Investor: Instant Messaging goes corporate","2002-11-08","Eric Hellweg, CNN/Money","9","3","6","26","medium","high","high"
"other-authors","tech-investor-is-sars-sickening-tech-apr-850937","Tech Investor: Is SARS sickening tech?","2003-04-10","Eric Hellweg, CNN/Money","12","3","8","28","high","high","high"
"other-authors","tech-s-best-hope-pockets-of-prosperity-2-17d6cf","Tech's Best Hope: Pockets of Prosperity","2002-03-15","Alex Salkever, BusinessWeek Online","14","4","12","27","high","high","high"
"other-authors","techno-news-blog-6-713812","PC Buying Guide Guest Column: 'Take Her Up to 2.4 GHz, Mr. Scott'","2003-01-07","Peter S. Kastner, InternetWeek (reblogged by Ray Schroeder, Techno-News Blog, University of Illinois at Springfield)","9","2","4","25","medium","low","not-applicable"
"other-authors","technology-news-boardroom-former-sun-exe-bc336f","Former Sun Exec Edward Zander To Head Motorola","2003-12-17","Jay Lyman, TechNewsWorld","12","1","6","25","medium","medium","low"
"other-authors","technology-news-chips-amd-s-semprons-spa-21b184","AMD's Semprons Spare Athlon from Low-End Market","2004-06-08","Jay Lyman, TechNewsWorld","8","5","5","26","medium","low","medium"
"other-authors","technology-news-future-tech-microsoft-la-625f49","Microsoft Launches 64-Bit Windows XP Beta","2004-02-05","Jay Lyman, TechNewsWorld","9","9","10","26","high","high","high"
"other-authors","technology-news-future-tech-plastic-disc-4a4a71","Plastic Discovery Means Advanced Memory","2003-11-13","Jay Lyman, TechNewsWorld","9","5","7","25","medium","low","high"
"other-authors","technology-news-hardware-amd-beats-apple-5399ec","AMD Beats Apple's G5 and Intel's P4","2003-10-15","Jay Lyman, TechNewsWorld","14","7","9","26","medium","medium","high"
"other-authors","technology-news-hardware-amd-makes-athlo-214a36","AMD Makes Athlon 64 Thinner, Lighter","2004-05-07","Jay Lyman, TechNewsWorld","12","6","6","26","medium","medium","high"
"other-authors","technology-news-hardware-amd-s-opteron-a-ecf5a9","AMD's Opteron at the One-Year Mark","2004-04-22","Jay Lyman, TechNewsWorld","18","4","8","26","high","high","high"
"other-authors","technology-news-hardware-apple-s-power-m-91980c","Apple's Power Mac G5 Hits the Street","2003-08-18","Jay Lyman, TechNewsWorld","8","3","8","26","high","medium","medium"
"other-authors","technology-news-hardware-gateway-goes-gi-4af738","Gateway Goes Gigabit, Wireless","2004-04-06","Kirk L. Kroeker, TechNewsWorld","10","8","6","27","medium","medium","medium"
