# Source: access PC Deals 2002-2003.xls

## Sheet: Consumer (2160 rows x 12 cols)
[r0] PricingDate | PCmaker | SKU | ListPrice | CPUclass | CPUspeed | Memory | HDD | Opticals | Monitor | Printer | Merchant
[r1904] 2003-07-26 | HP | A220n | 679.99 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1905] 2003-07-26 | Compaq | S4000T series | 649.99 | Pentium 4 HT | 2.4 | 256 DDR | 80 | DVD-ROM |  |  | BestBuy Stores
[r1906] 2003-07-26 | Sony | PCV RS210 | 749.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1907] 2003-07-26 | Sony | PCV RS310 | 749.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-RW/CD-ROM |  |  | www.bestbuy.com
[r1908] 2003-07-26 | Compaq | S4000Z series | 887 | Athlon 2800 + | 2.08 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1909] 2003-07-26 | HP | A230n | 829.99 | Athlon 2800 + | 2.08 | 512 DDR | 120 | DVD+RW |  |  | www.circuitcity.com
[r1910] 2003-07-26 | HP | A250Y series | 849.99 | Pentium 4 HT | 2.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1911] 2003-07-26 | HP | A250e series | 769.98 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1912] 2003-07-26 | HP | A287X-B | 799.99 | Athlon 2600+ | 2.08 | 512 DDR | 80 | DVD-ROM; CD-RW | 15" HP LCD |  | BestBuy Stores
[r1913] 2003-07-26 | Sony | PCV-RS220 | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.bestbuy.com
[r1914] 2003-07-26 | Compaq | S4300NX | 849.99 | Pentium 4 HT | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1915] 2003-07-26 | Compaq | S4210NXB | 869.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 15" Compaq LCD | HP 3420 | CircuitCity Stores
[r1916] 2003-07-26 | Dell | Dimension 2400 | 884 | Pentium 4 | 2.4 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1917] 2003-07-26 | Compaq | S4000Z series | 987 | Athlon 3000+ | 2.16 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1918] 2003-07-26 | HP | A250e series | 939.98 | Athlon 3000+ | 2.16 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1919] 2003-07-26 | HP | A250y series | 1044.98 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1920] 2003-07-26 | Compaq | S4000T series | 1047 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1921] 2003-07-26 | HP | A250n | 999.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+R/RW |  |  | www.circuitcity.com
[r1922] 2003-07-26 | Compaq | S4220NX | 999.94 | Athlon 2600+ | 2.133 | 512 DDR | 120 | DVD+RW/CD-RW | 15" Compaq FPS17 |  | Compusa Stores
[r1923] 2003-07-26 | Sony | PCV-RS311V | 999.99 | Penitum 4 | 2.4 | 512 DDR | 80 | DVD-RW | 15" Sony HS53 LCD |  | BestBuy Stores
[r1924] 2003-07-26 | Compaq | S4000T | 1127 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1925] 2003-07-26 | Gateway | 500S  | 1119 | Pentium 4 HT | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1926] 2003-07-26 | Compaq | S8000 series | 1217 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1927] 2003-07-26 | Gateway | 500X | 1369 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1928] 2003-07-26 | Sony | PCV RS320 | 1299.94 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD-RW; CD-ROM | 15" Sony HS53 LCD |  | Compusa Stores
[r1929] 2003-07-26 | HP | M260N | 1299.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW; CD-ROM |  |  | www.circuitcity.com
[r1930] 2003-07-26 | Sony | PCV RZ32G | 1239.99 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | www.circuitcity.com
[r1931] 2003-07-26 | HP | A250y series | 1439.98 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1932] 2003-07-26 | Dell | Dimension 4600 | 1514 | Pentium 4 HT | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1933] 2003-07-26 | HP | A290N | 2800 | Pentium 4 HT | 3.2 | 1024 DDR | 200 | DVD+RW/CD-RW; DVD-ROM | 15" HP F1503 | HP PSC2110 | Compusa Stores
[r1934] 2003-07-26 | HP | A250y series | 1744.98 | Pentium 4 HT | 3.2 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1935] 2003-07-26 | Dell | Dimension XPS | 2834 | Pentium 4 HT | 3 | 1024 DCDDR | 240 RAID | DVD-ROM; CD-RW | 17" Dell E171FPb |  | www.dell.com
[r1936] 2003-07-26 | HP | M280NB | 1999.99 | Pentium 4 HT | 3 | 512 DDR | 200 | DVD+RW/CD-RW |  |  | www.circuitcity.com
[r1937] 2003-07-26 | Compaq | S8000 series | 1667 | Pentium 4 HT | 3 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" Compaq FP5017 |  | www.hpshopping.com
[r1938] 2003-07-26 | Dell | Dimension 8300 | 1994 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1939] 2003-07-26 | Dell | Dimension 4600 | 1864 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1940] 2003-07-26 | Alienware | Area 51 hybrid | 2025 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1941] 2003-07-26 | vprMatrix | FT9150-PE | 1699.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; DVD-RW |  |  | www.bestbuy.com
[r1942] 2003-07-26 | Gateway | 700XL | 2974 | Pentium 4 HT | 3.2 | 512 DDR | 250 | DVD-R/-RW/CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1943] 2003-07-26 | HP | M270N | 1929.98 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD+RW | 15" HP F1503 |  | BestBuy Stores
[r1944] 2003-07-26 | Sony | PCV-RZ34G | 1599.99 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.circuitcity.com
[r1945] 2003-07-26 | Dell | Dimension 8300 | 1824 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1946] 2003-08-03 | eMachines | T2605 | 599.99 | Athlon 2600+ | 2.133 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1947] 2003-08-03 | eMachines | T2482 | 489.97 | Athlon 2400+ | 2 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1948] 2003-08-03 | HP | A210e series | 559.98 | Athlon 2400+ | 2 | 256 DDR | 40 | DVD-ROM;CD-RW | 17" HP V70s |  | www.hpshopping.com
[r1949] 2003-08-03 | Compaq | S4000J | 523 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1950] 2003-08-03 | Compaq | S4000V | 553.99 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1951] 2003-08-03 | eMachines | T2341 | 389.97 | Athlon 2300+ | 1.91 | 128 DDR | 40 | CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1952] 2003-08-03 | Compaq | S4100NX | 499.99 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1953] 2003-08-03 | HP | A210n | 589.99 | Celeron | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX703 | HP 3420 | CircuitCity Stores
[r1954] 2003-08-03 | eMachines | T2484 | 599.99 | Celeron | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17F |  | www.bestbuy.com
[r1955] 2003-08-03 | HP | A200n | 499.99 | Celeron | 2.4 | 256 DDR | 40 | CD-RW | 17" HP MX703 | HP 3420 | CircuitCity Stores
[r1956] 2003-08-03 | Compaq | S4000NX | 419.99 | Celeron | 2.4 | 128 DDR | 40 | CD-RW | 17" Compaq FS7550 | HP 3420 | CircuitCity Stores
[r1957] 2003-08-03 | eMachines | T2615 | 649.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1958] 2003-08-03 | HP | A220n | 679.99 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1959] 2003-08-03 | Compaq | S4000T series | 629 | Pentium 4 HT | 2.4 | 256 DDR | 80 | DVD-ROM |  |  | www.hpshopping.com
[r1960] 2003-08-03 | Sony | PCV RS210 | 749.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1961] 2003-08-03 | Compaq | S4000Z series | 887 | Athlon 2800 + | 2.08 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1962] 2003-08-03 | HP | A230n | 859.99 | Athlon 2800 + | 2.08 | 512 DDR | 120 | DVD+RW | 17" HP MX703 | HP 3420 | CircuitCity Stores
[r1963] 2003-08-03 | HP | A250Y series | 804.98 | Pentium 4 HT | 2.8 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r1964] 2003-08-03 | eMachines | T2625 | 879.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD+/-RW; DVD-ROM | 15" emachines E15T | Lexmark Z705 | BestBuy Stores
[r1965] 2003-08-03 | HP | A250e series | 774.98 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r1966] 2003-08-03 | HP | A287X-B | 799.99 | Athlon 2600+ | 2.08 | 512 DDR | 80 | DVD-ROM; CD-RW | 15" HP LCD |  | BestBuy Stores
[r1967] 2003-08-03 | Sony | PCV-RS220 | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.bestbuy.com
[r1968] 2003-08-03 | Compaq | S4300NX | 799.99 | Pentium 4 HT | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1969] 2003-08-03 | Dell | Dimension 2400 | 873 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1970] 2003-08-03 | Compaq | S4000Z series | 987 | Athlon 3000+ | 2.16 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1971] 2003-08-03 | HP | A250e series | 944.98 | Athlon 3000+ | 2.16 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r1972] 2003-08-03 | HP | A250y series | 1034.98 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r1973] 2003-08-03 | Compaq | S4000T series | 1047 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1974] 2003-08-03 | Sony | PCV RS320 | 999.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD-RW; CD-ROM |  |  | www.circuitcity.com
[r1975] 2003-08-03 | Compaq | S4220NX | 999.94 | Athlon 2600+ | 2.133 | 512 DDR | 120 | DVD+RW/CD-RW | 15" Compaq FPS17 |  | Compusa Stores
[r1976] 2003-08-03 | Sony | PCV-RS311V | 1149.99 | Penitum 4 | 2.4 | 512 DDR | 80 | DVD-RW | 15" Sony HS53 LCD |  | www.bestbuy.com
[r1977] 2003-08-03 | Sony | PCV RS310 | 959.97 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-RW/CD-ROM | 15" Sony HS53 LCD | HP 3650 | BestBuy Stores
[r1978] 2003-08-03 | Compaq | S4210NXB | 999.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 15" Compaq LCD |  | www.circuitcity.com
[r1979] 2003-08-03 | Compaq | S8000 series | 1187 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1980] 2003-08-03 | Compaq | S4000T | 1127 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1981] 2003-08-03 | HP | A250n | 1199.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+R/RW | 15" HP 1503 | HP 3420 | CircuitCity Stores
[r1982] 2003-08-03 | Gateway | 500S  | 1119 | Pentium 4 HT | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1983] 2003-08-03 | Gateway | 500X | 1369 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1984] 2003-08-03 | HP | A250y series | 1499.98 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1985] 2003-08-03 | Dell | Dimension 4600 | 1418 | Pentium 4 HT | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1986] 2003-08-03 | HP | M260N | 1529.97 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW; CD-ROM | 15" HP 1503 | HP 5550 | BestBuy Stores
[r1987] 2003-08-03 | Sony | PCV RZ32G | 1459.97 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD+/-RW; CD-ROM | 15" Sony HS53 LCD | HP 3650 | BestBuy Stores
[r1988] 2003-08-03 | HP | A290N | 2449.97 | Pentium 4 HT | 3.2 | 1024 DDR | 200 | DVD+RW/CD-RW; DVD-ROM |  |  | www.compusa.com
[r1989] 2003-08-03 | HP | A250y series | 1829.98 | Pentium 4 HT | 3.2 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1990] 2003-08-03 | Dell | Dimension XPS | 2873 | Pentium 4 HT | 3 | 1024 DCDDR | 240 RAID | DVD-ROM; CD-RW | 17" Dell E171FPb |  | www.dell.com
[r1991] 2003-08-03 | HP | M280NB | 1999.99 | Pentium 4 HT | 3 | 512 DDR | 200 | DVD+RW/CD-RW |  |  | www.circuitcity.com
[r1992] 2003-08-03 | Compaq | S8000 series | 1657 | Pentium 4 HT | 3 | 512 DDR | 160 | DVD-ROM; DVD+RW/CD-RW | 15" Compaq FP5017 |  | www.hpshopping.com
[r1993] 2003-08-03 | Dell | Dimension 8300 | 1928 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1994] 2003-08-03 | Dell | Dimension 4600 | 1768 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1995] 2003-08-03 | Alienware | Area 51 hybrid | 2025 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1996] 2003-08-03 | vprMatrix | FT9150-PE | 1699.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; DVD-RW |  |  | www.bestbuy.com
[r1997] 2003-08-03 | Gateway | 700XL | 2974 | Pentium 4 HT | 3.2 | 512 DDR | 250 | DVD-R/-RW/CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1998] 2003-08-03 | HP | M270N | 2099.99 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD+RW | 17" HP 1703 | HP 5650 | CircuitCity Stores
[r1999] 2003-08-03 | Sony | PCV-RZ34G | 1749.99 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD+/-RW; CD-RW | 15" Sony HS53 LCD | Lexmark Z705 | CircuitCity Stores
[r2000] 2003-08-03 | Dell | Dimension 8300 | 1758 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r2001] 2003-08-10 | eMachines | T2482 | 489.97 | Athlon 2400+ | 2 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r2002] 2003-08-10 | HP | A210e series | 559.98 | Athlon 2400+ | 2 | 256 DDR | 40 | DVD-ROM;CD-RW | 17" HP V70s |  | www.hpshopping.com
[r2003] 2003-08-10 | Compaq | S4000J | 553 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r2004] 2003-08-10 | Compaq | S4000V | 544 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r2005] 2003-08-10 | eMachines | T2341 | 389.97 | Athlon 2300+ | 1.91 | 128 DDR | 40 | CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r2006] 2003-08-10 | Compaq | S4100NX | 499.99 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r2007] 2003-08-10 | HP | A210n | 559.99 | Celeron | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r2008] 2003-08-10 | HP | A200n | 499.99 | Celeron | 2.4 | 256 DDR | 40 | CD-RW | 17" HP MX703 | HP 3420 | CircuitCity Stores
[r2009] 2003-08-10 | eMachines | T2625 | 699.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD+/-RW; DVD-ROM |  |  | www.bestbuy.com
[r2010] 2003-08-10 | eMachines | T2615 | 649.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r2011] 2003-08-10 | eMachines | T2605 | 679.99 | Athlon 2600+ | 2.133 | 512 DDR | 80 | DVD-ROM; CD-RW | 15" Samsung 152N LCD | Lexmark Z705 | CircuitCity Stores
[r2012] 2003-08-10 | Medion |  | 749.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r2013] 2003-08-10 | HP | A250Y series | 729.97 | Pentium 4 HT | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX703 | HP 3420 | BestBuy Stores
[r2014] 2003-08-10 | Sony | PCV RS210 | 749.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r2015] 2003-08-10 | Compaq | S4000NX | 729.99 | Celeron | 2.4 | 128 DDR | 40 | CD-RW | 17" Compaq FS7550 | HP 3650 | BestBuy Stores
[r2016] 2003-08-10 | Compaq | S4000Z series | 847 | Athlon 2800 + | 2.08 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r2017] 2003-08-10 | HP | A230n | 869.99 | Athlon 2800 + | 2.08 | 512 DDR | 120 | DVD+RW | 17" HP MX703 | HP 3650 | BestBuy Stores
[r2018] 2003-08-10 | HP | A250y series | 834.98 | Pentium 4 HT | 2.6 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r2019] 2003-08-10 | Compaq | S4500NX | 899.94 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD+RW; CD-ROM | 17" Compaq FS7550 |  | Compusa Stores
[r2020] 2003-08-10 | HP | A220n | 799.94 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | Compusa Stores
[r2021] 2003-08-10 | HP | A250e series | 824.98 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r2022] 2003-08-10 | Sony | PCV-RS220 | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.bestbuy.com
[r2023] 2003-08-10 | Sony | PCV RS310 | 899.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-RW/CD-ROM | 15" Sony HS53 LCD | Lexmark Z705 | CircuitCity Stores
[r2024] 2003-08-10 | Compaq | S4100NX | 499.99 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" Compaq FS7550 | HP 3650 | BestBuy Stores
[r2025] 2003-08-10 | Compaq | S4000Z series | 947 | Athlon 3000+ | 2.16 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r2026] 2003-08-10 | HP | A250e series | 924.98 | Athlon 3000+ | 2.16 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r2027] 2003-08-10 | HP | A250y series | 1034.98 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP V70s |  | www.hpshopping.com
[r2028] 2003-08-10 | HP | A250n | 1039.97 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+R/RW | 17" HP MX703 | HP 3650 | BestBuy Stores
[r2029] 2003-08-10 | Compaq | S4000T series | 1007 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r2030] 2003-08-10 | Sony | PCV RS320 | 949.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD-RW; CD-ROM |  |  | www.circuitcity.com
[r2031] 2003-08-10 | Compaq | S4300NX | 999.99 | Pentium 4 HT | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Compaq FP5315 | HP 3420 | CircuitCity Stores
[r2032] 2003-08-10 | Compaq | S4210NXB | 999.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 15" Compaq LCD |  | www.circuitcity.com
[r2033] 2003-08-10 | Dell | Dimension 2400 | 937 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r2034] 2003-08-10 | Compaq | S8000 series | 1157 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r2035] 2003-08-10 | Compaq | S4000T | 1087 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r2036] 2003-08-10 | Dell | Dimension 4600 | 1089 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD-ROM; DVD+RW/+R | 17" Dell E773 |  | www.dell.com
[r2037] 2003-08-10 | Gateway | 500S  | 1119 | Pentium 4 HT | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r2038] 2003-08-10 | Dell | Dimension 4600 | 1229 | Pentium 4 HT | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; DVD+RW/+R | 17" Dell E773 |  | www.dell.com
[r2039] 2003-08-10 | Gateway | 500X | 1369 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r2040] 2003-08-10 | Sony | PCV RZ32G | 1249.99 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | www.circuitcity.com
[r2041] 2003-08-10 | HP | A250y series | 1509.98 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r2042] 2003-08-10 | Compaq | S8000 series | 1497 | Pentium 4 HT | 3 | 512 DDR | 160 | DVD-ROM; CD-RW | 15" Compaq FP15 |  | www.hpshopping.com
[r2043] 2003-08-10 | HP | A262N | 1499.99 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; DVD+RW/+R | 15" HP F1503 |  | Compusa Stores
[r2044] 2003-08-10 | HP | M260N | 1499.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW; CD-ROM | 15" HP F1503 | HP 3420 | CircuitCity Stores
[r2045] 2003-08-10 | HP | A290N | 2449.97 | Pentium 4 HT | 3.2 | 1024 DDR | 200 | DVD+RW/CD-RW; DVD-ROM |  |  | www.compusa.com
[r2046] 2003-08-10 | Gateway | 700XL | 2974 | Pentium 4 HT | 3.2 | 512 DDR | 250 | DVD-R/-RW/CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r2047] 2003-08-10 | HP | A250y series | 1829.98 | Pentium 4 HT | 3.2 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r2048] 2003-08-10 | HP | M280NB | 1999.99 | Pentium 4 HT | 3 | 512 DDR | 200 | DVD+RW/CD-RW |  |  | www.circuitcity.com
[r2049] 2003-08-10 | HP | Media Center | 1764 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD+RW/+R | 15" HP vf15 |  | www.hpshopping.com
[r2050] 2003-08-10 | Dell | Dimension 8300 | 1939 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r2051] 2003-08-10 | Dell | Dimension 4600 | 1759 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; DVD+RW/+R | 15" Dell E151FPb |  | www.dell.com
[r2052] 2003-08-10 | Alienware | Area 51 hybrid | 2025 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r2053] 2003-08-10 | HP | M270N | 1829.97 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD+RW | 15" HP F1503 | HP 5550 | BestBuy Stores
[r2054] 2003-08-10 | Sony | PCV-RZ34G | 1759.97 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD+/-RW; CD-RW | 15" Sony HS53 LCD | HP 3650 | BestBuy Stores
[r2055] 2003-08-10 | Dell | Dimension 8300 | 1769 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
