obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-013,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-002,expert-opinion,1997,CT Media as catalyst for broader CT market,CT Media will expand the CT market,high,ingest-extraction,analyst-assessment,p.5,Aberdeen predicted CT Media would create a multiplier effect by clarifying developer/integrator/reseller roles.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.013,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-020,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,,actual-outcome,2000s,eti_company_fate,acquired_market_consolidated,medium,ingest-extraction,secondary,,"ETI was acquired; data integration market consolidated around Informatica, IBM DataStage (Ascential), Ab Initio, and later cloud services",,,,1997-data-integration-management-in-hete-de2429.020,Vendor Profile,low,vendor-study
lansa-composer-powerpoint-9f4257-OBS-005,lansa-composer-powerpoint-9f4257,,esb,strategy-classification,2007,BPI layer stack proposed,"Governance + Process + Messaging/Transport + Connectors, with ESB and J2EE as standards",high,ingest-extraction,vendor-marketing,slide 10,,,,,,vendor-presentation,medium,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-021,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-001,,actual-outcome,1998,DEC acquired by Compaq,"Compaq acquired DEC for $9.6 billion in June 1998, confirmed across multiple study records.",partially-verified,ingest-extraction,public-record,N/A,Largest tech acquisition at the time; DEC's telecom practice absorbed into Compaq services. | DEC/Compaq acquisition confirmed. Source: General industry records.,,,S3,1997-digital-equipment-corporation-pr-c375a8.021,Vendor Profile,low,vendor-study
teamquest-8-ec015b-OBS-001,teamquest-8-ec015b,peter-s-kastner,server-consolidation,expert-opinion,2004,Millions in recentralization savings,"For a large corporation, it's fairly easy to get to millions of dollars in savings through recentralization of servers and expensive IT support.",high,ingest-extraction,analyst-commentary,p5,Kastner as Aberdeen chief research officer quoted in TeamQuest whitepaper,,,,,vendor-whitepaper,medium,vendor-study
vitria-testimonials-kastner-bpa-soa-rese-93ccae-OBS-005,vitria-testimonials-kastner-bpa-soa-rese-93ccae,vitria-technology,soa-stack,viability-prediction,2010,SOA-as-future architectural prediction,SOA stack is the right integration strategy for the future,low,unverified,expert-opinion,online,Refuted by 2015 — REST/microservices/API gateways displaced SOA-style ESBs,,,,,vendor-marketing-page,medium,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-025,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-001,TECH-S3-001,actual-outcome,2001,Alpha processor discontinued,Compaq announced Alpha processor phase-out in 2001 and sold Alpha IP to Intel. HP continued limited Alpha sales until the last system sold in April 2007.,partially-verified,ingest-extraction,public-record,N/A,Compaq phased out Alpha in favor of Intel Itanium; sold Alpha IP to Intel in 2001. HP continued limited sales until 2007. | Source notes confirm Alpha phase-out announcement 2001; last system April 2007.,,,S3,1997-digital-equipment-corporation-pr-c375a8.025,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-008,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,data-mining,technology-assessment,1997,eti_competitive_differentiators,bidirectional_legacy_access_scripting_metadata,high,ingest-extraction,vendor,4,"ETI differentiates through bi-directional data movement, legacy access knowledge, scripting engines, metadata breadth",,,,1997-data-integration-management-in-hete-de2429.008,Vendor Profile,low,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-014,1997-digital-equipment-corporation-pr-c375a8,,TECH-S3-006,framework-factor,1997,PCS 1900 adoption status,Slow due to legacy analog incompatibility,medium,ingest-extraction,analyst-assessment,p.4,PCS 1900 adoption slow because many customers still relied on legacy analog technology incompatible with new standards.,,,S3,1997-digital-equipment-corporation-pr-c375a8.014,Vendor Profile,low,vendor-study
1997-nortel--transforming-business-by-po-3edae6-OBS-010,1997-nortel--transforming-business-by-po-3edae6,ENT-NOR-001,,market-data,2000,nortel_peak_market_cap,$297-400 billion peak market cap; ~35-38% of Toronto Stock Exchange,high,ingest-extraction,verified,external,"At peak in 2000, Nortel was the 9th most valuable company in the world by some measures.",,,,OBS-NOR010,Vendor Profile,low,vendor-study
ncr-bringing-highly-available-nt-ecb055-OBS-006,ncr-bringing-highly-available-nt-ecb055,ncr-corporation,ncr-nt-hatp,technology-assessment,1997,NCR NT differentiation dimension 3,Service/support availability — NCR distinguishable from competitors,high,ingest-extraction,competitive-profiling,Abstract,Third of three NCR differentiation dimensions; Aberdeen's service/support assessment,,,,,vendor-profile,not-applicable,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-011,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-006,,strategy-classification,1997,Vienna Systems market entry,Start-up; relied on DIGITAL brand for credibility,high,ingest-extraction,analyst-assessment,p.7,Vienna was a small start-up for which DIGITAL partnership added prestige and credibility.,,,S3,1997-digital-equipment-corporation-pr-c375a8.011,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-009,1997-data-integration-management-in-hete-de2429,sun-microsystems,predictive-analytics,technology-assessment,1997,ibm_eti_partnership,reseller_joint_development_advanced_CDC,high,ingest-extraction,vendor,5,IBM reseller/joint development agreement; ETI•EXTRACT to be IBM warehouse solution ETL tool; collaborating on changed-data-capture,,,,1997-data-integration-management-in-hete-de2429.009,Vendor Profile,low,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-013,1997-digital-equipment-corporation-pr-c375a8,,,framework-factor,1997,Telecom market convergence forces,"Computing, communications, new media convergence",high,ingest-extraction,analyst-assessment,p.2,"Aberdeen identified convergence of computing, communications, and new media as key driver of telecom IT demand.",,,S3,1997-digital-equipment-corporation-pr-c375a8.013,Vendor Profile,low,vendor-study
aberdeen-open-online-transaction-process-ea272f-OBS-009,aberdeen-open-online-transaction-process-ea272f,j-m-andrade,open-online-transaction-processing,citation,1992,Andrade/Carges UniForum 1992 paper cited,On-Line Transaction Processing in Open Systems,high,ingest-extraction,primary-source,references,UniForum Conference Proceedings Feb 1992; suggests paper publication 1992,,,,,vendor-funded-aberdeen-paper-fragment,medium,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-001,1997-digital-equipment-corporation-pr-c375a8,dialogic-corporation,,market-data,1997,Dialogic installed ports worldwide,"2,000,000+",high,ingest-extraction,vendor-claim,p.5,"Dialogic cited 2+ million installed ports; 2,000+ application partners in 74 countries.",,,S3,1997-digital-equipment-corporation-pr-c375a8.001,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-023,1997-dec-linkworks-webworker---an-object-db2d2a,netscape-communications,,actual-outcome,2008,netscape_browser_fate,discontinued_2008_firefox_is_successor,high,outcome-linkage,secondary,,Netscape Navigator discontinued January 2008; Mozilla Firefox (spun off from Netscape) became dominant open-source browser,,,,1997-dec-linkworks-webworker---an-object-db2d2a.023,Vendor Profile,low,vendor-study
1997-datareach--finding-business-value-i-34f0a6-OBS-006,1997-datareach--finding-business-value-i-34f0a6,,TECH-DR-003,market-data,1997,deployment_context,Data warehouses and data marts in open systems environments are the destination for mainframe data,high,ingest-extraction,analyst-opinion,1,Describes the target architecture context,,,,OBS-DR-006,Vendor Profile,medium,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-006,1997-dialogic-ct-media-sets-the-pace-for-440d5e,ENT-S1-004,,technology-assessment,1997,NMS CT Access S.100 support,No,high,ingest-extraction,product-comparison,p.3,"CT Access did not support S.100, TAPI, or other industry standard APIs.",,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.006,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-013,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-002,,strategy-classification,1997,NCI role in ecosystem,Software integrator for OEM hardware partners,high,ingest-extraction,analyst-assessment,p.4,"NCI positioned as software integrator, not hardware manufacturer; OEMs such as DEC built hardware.",,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.013,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-001,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,,market-data,1997,eti_fy1997_revenue_usd_millions,25.5,high,ingest-extraction,secondary,5,ETI fiscal 1997 (ending June 30) revenues of $25.5 million,,,,1997-data-integration-management-in-hete-de2429.001,Vendor Profile,low,vendor-study
1997-nortel--transforming-business-by-po-3edae6-OBS-007,1997-nortel--transforming-business-by-po-3edae6,ENT-NOR-001,,viability-prediction,1997,nortel_long_term_viability,Nortel well-positioned as market leader; best-of-breed benchmark for networking industry,high,ingest-extraction,analyst-judgment,p4,Aberdeen concludes Nortel is the benchmark against which all other networking providers should be measured.,,,,OBS-NOR007,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-002,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-004,TECH-S2-001,market-data,1997,StrongARM volume ranking among microprocessors,4th highest volume worldwide,high,ingest-extraction,vendor-claim,p.5,"StrongARM ranked 4th behind SGI/MIPS (Nintendo), PowerPC, and Intel x86.",,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.002,Vendor Profile,low,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-012,1997-migrating-from-sybase-sql-server-4.-d7b1d0,,TECH-DBLIB-001,technology-assessment,1997,dblib_converter_availability,DB-Lib converter planned for 2Q97 release,medium,ingest-extraction,vendor-provided,p3,Informix announced DB-Lib converter to allow Sybase 4.9 client apps to run against Informix without code changes.,,,,OBS-MIG003,Vendor Profile,medium,vendor-study
1997-nortel--transforming-business-by-po-3edae6-OBS-009,1997-nortel--transforming-business-by-po-3edae6,ENT-NOR-001,,actual-outcome,2003,nortel_accounting_fraud,Accounting fraud discovered 2003-2004; executives fired and charged; $6B+ revenue misreported 1998-2003,high,ingest-extraction,verified,external,CEO Frank Dunn fired for financial mismanagement. Charges ultimately dropped in 2013 but damage to investor trust was irreparable.,,,,OBS-NOR009,Vendor Profile,low,vendor-study
1997-nortel--transforming-business-by-po-3edae6-OBS-020,1997-nortel--transforming-business-by-po-3edae6,,TECH-CTI-001,technology-assessment,1997,cti_as_nortel_differentiator,Computer Telephony Integration as Nortel competitive advantage vs. routing-only vendors,medium,ingest-extraction,analyst-judgment,p3,"Nortel ahead of Cisco and IBM in CTI, circuit switching, and messaging at time of study.",,,,OBS-MKTTREND003,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-019,1997-digital-&-oracle-s-nci--partners-in-2d680c,,TECH-S2-005,viability-prediction,1997,Java performance headroom of StrongARM NC,Sufficient headroom for 5-year depreciation including video/Internet telephony,high,ingest-extraction,analyst-assessment,p.6,Aberdeen endorsed StrongARM performance as providing 5-year headroom for emerging Java-intensive applications.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.019,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-004,1997-dec-linkworks-webworker---an-object-db2d2a,,corba-common-object-request-broker-architecture,technology-assessment,1997,corba_java_adoption,less_than_50pct_browsers_support_java,high,ingest-extraction,survey,3,Aberdeen research indicates less than 50% of deployed browsers support Java in 1997,,,,1997-dec-linkworks-webworker---an-object-db2d2a.004,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-016,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-002,,viability-prediction,1997,Digital/NCI as premier NC solution by end 1997,Likely to be viewed as one of the premier NC solutions by end of 1997,high,ingest-extraction,analyst-assessment,p.2,Aberdeen predicted Digital/NCI products would be viewed as premier NC solution by end of 1997.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.016,Vendor Profile,low,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-006,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-003,TECH-S3-004,technology-assessment,1997,CMG SMS market position,European market leader for messaging,high,ingest-extraction,vendor-claim,p.4,CMG described as European market leader for short message service center systems. US market entry 1995 via Ericsson partnership.,,,S3,1997-digital-equipment-corporation-pr-c375a8.006,Vendor Profile,low,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-002,1997-migrating-from-sybase-sql-server-4.-d7b1d0,ENT-SYB-001,TECH-SYB11-001,actual-outcome,2002,sybase_market_share_2002,Less than 4% of $13B RDBMS market,high,ingest-extraction,industry-data,external,Sybase's RDBMS market share fell below 4% by 2002 (IDC data per InformationWeek). 4.9 support was discontinued as predicted.,,,,OBS-SYB002,Vendor Profile,medium,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-015,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-002,,expert-opinion,1997,Aberdeen assessment of Digital/NCI partnership,Strong synergy; better than either alone,high,ingest-extraction,analyst-assessment,p.2,"Aberdeen concluded DEC/NCI partnership was engineered for real collaboration, not a 'marketing marriage of convenience.'",,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.015,Vendor Profile,low,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-023,1997-dialogic-ct-media-sets-the-pace-for-440d5e,ENT-S1-003,,actual-outcome,2007,Brooktrout acquired path,"Brooktrout was acquired by EAS Group in 2005, merged into Cantata Technology, then acquired by Dialogic Group in 2007, matching the predicted acquisition path exactly.",partially-verified,ingest-extraction,public-record,N/A,"Brooktrout was acquired by EAS Group in 2005, merged into Cantata Technology, then acquired by Dialogic Group in 2007. | Source notes confirm complete acquisition chain: Brooktrout -> Cantata (2005) -> Dialogic Group (2007).",,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.023,Vendor Profile,low,vendor-study
