LAYER A failures (by study)
other-authors/aberdeen-1996-iq-software-www-reporting
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-iss-internet-security-systems
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-khalix-financial-awareness-competitive-advantage
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-lawson-software-desktop-workflow
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-live-object-caching-high-performance
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-mainframe-revival-short-lived-or-long-term
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-managing-customers-next-gen-helpdesk
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-microsoft-windows-nt-server-40
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-moving-effectively-next-gen-client-server
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-ncr-fail-safe-enterprise-nt
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-network-appliance-data-appliances
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-object-oriented-three-tier-plus-computing
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-omnibox-interactive-broadcasting-network
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-open-market-web-based-commerce
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-oracle-network-computing-architecture
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-progress-software-webspeed-internet
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-remote-access-cisco-untold-story
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-risc-unix-market
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-software-ag-digital-high-performance-solutions
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-spider-technologies-netdynamics
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-sqa-suite-50-automated-testing
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-sun-microsystems-ultracomputing-business
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-taming-sap-r3-consultant-led-introspection
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-tandem-vision-21st-century-electronic-business
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-telechips-access-pc-telephony-interaction
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-unisys-clearpath-smp-servers
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-unisys-clears-path-a-series-os2200
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-web-warehouses-dss-for-masses
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-year-2000-transition-opportunity-reconstruction
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-3com-accelerates-remote-access-market
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-aberdeen-group-impacts
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-acceleratedsap-strategy
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-actra-commercexpert-internet-commerce
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-as400-nt-server-ibm-microsoft-working-together
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-hp-andover-working-group
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-lawson-insight-process-orientation-business-management
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-picks-right-tools-year-2000
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1997-silknet-software
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-megatrends-mfa-cs-mis-1993-05-98fc87
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'

other-authors/boston-globe-mit-enterprise-forum-kastne-2a3462
  studies.csv: enum row 2: relevance='moderate'

other-authors/boston-globe-stratus-xa2000-launch-1987--218ffd
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 3: confidence='moderate'
  observations.csv: enum row 4: confidence='moderate'

other-authors/boston-globe-wang-q1-turnaround-psk-1990-a5aab0
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'

other-authors/businessweek-stratus-launch-fail-safe-ba-82c028
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 7: confidence='moderate'
  observations.csv: enum row 10: confidence='moderate'
  observations.csv: enum row 13: confidence='moderate'

other-authors/casale-evp-2-79187c
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/casale-evp-3-b2b933
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/casale-evp-4-9bd4e6
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/casale-evp-5-aa8f2a
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/casale-evp-7-215359
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/charles-t-casale-influence-cdfb3f
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

other-authors/datamation-informix-dsa-ad-aberdeen-cite-a9f18d
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 4: confidence='moderate'

other-authors/desktop-virtualization-roi---aberdeen-8fa168
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/hp-mainframe-alternative-fernandez-mfasc-a2179f
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 2: confidence='moderate'
  observations.csv: enum row 3: confidence='moderate'
  observations.csv: enum row 4: confidence='moderate'

other-authors/ie-appendix-jones-wms-memo-2e5d6c
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/ie-appendix-lane-qa-research-e594cb
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/informationweek-tablet-pc-microsoft-kast-72320d
  studies.csv: enum row 2: importance='moderate'

other-authors/meetings-conventions-virtual-meetings-ps-c1b097
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: prescience='moderate'

other-authors/ncr-3000-cabinet-engineering-diagram-199-fa564f
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'

other-authors/psbj-meisner-microsoft-consulting-acquis-7b85c8
  studies.csv: enum row 2: importance='moderate'

other-authors/rbj-pc-reseller-slump-psk-2002-07-05-9cb170
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'
  studies.csv: enum row 2: prescience='moderate'
  observations.csv: enum row 8: confidence='moderate'

other-authors/stratus-tp-1-internal-benchmark-guide-19-9b51bf
